,Crash_ID,Counter,Year,State,Crash_Type,Road_User,Gender,Age,Age_Group,Age_Category,Gender_rank,Crash_Type_rank,Road_User_rank
14845,20092089,1,2009,Vic,Single,Passenger,Female,19,17_to_25,17-26 Years,1,1,4
14846,20092213,1,2009,Vic,Multiple,Driver,Male,42,40_to_64,37-46 Years,2,2,1
14847,20092208,1,2009,Vic,Single,Passenger,Female,34,26_to_39,27-36 Years,1,1,4
14848,20092096,1,2009,Vic,Single,Driver,Female,52,40_to_64,47-56 Years,1,1,1
14849,20092169,1,2009,Vic,Multiple,Motorcycle rider,Male,31,26_to_39,27-36 Years,2,2,2
14850,20092177,1,2009,Vic,Multiple,Pedal cyclist,Female,55,40_to_64,47-56 Years,1,2,3
14851,20092007,1,2009,Vic,Single,Driver,Male,75,75_or_older,67+ Years,2,1,1
14852,20092194,1,2009,Vic,Single,Driver,Male,79,75_or_older,67+ Years,2,1,1
14853,20092265,1,2009,Vic,Multiple,Driver,Female,78,75_or_older,67+ Years,1,2,1
14854,20092075,1,2009,Vic,Multiple,Driver,Male,36,26_to_39,27-36 Years,2,2,1
14855,20092179,1,2009,Vic,Single,Passenger,Female,26,26_to_39,17-26 Years,1,1,4
14856,20092244,1,2009,Vic,Multiple,Pedestrian,Male,37,26_to_39,37-46 Years,2,2,5
14857,20092106,1,2009,Vic,Multiple,Motorcycle rider,Male,42,40_to_64,37-46 Years,2,2,2
14858,20092239,1,2009,Vic,Single,Passenger,Male,42,40_to_64,37-46 Years,2,1,4
14859,20092083,1,2009,Vic,Single,Driver,Male,52,40_to_64,47-56 Years,2,1,1
14860,20092163,1,2009,Vic,Multiple,Pedal cyclist,Male,72,65_to_74,67+ Years,2,2,3
14861,20092069,1,2009,Vic,Single,Pedestrian,Male,42,40_to_64,37-46 Years,2,1,5
14862,20092056,1,2009,Vic,Multiple,Passenger,Female,70,65_to_74,67+ Years,1,2,4
14863,20092125,1,2009,Vic,Single,Pedestrian,Male,18,17_to_25,17-26 Years,2,1,5
14864,20092074,1,2009,Vic,Single,Pedestrian,Male,46,40_to_64,37-46 Years,2,1,5
14865,20092187,1,2009,Vic,Single,Pedestrian,Female,11,0_to_16,<16 Years,1,1,5
14866,20092197,1,2009,Vic,Multiple,Pedestrian,Male,22,17_to_25,17-26 Years,2,2,5
14867,20092167,1,2009,Vic,Multiple,Pedestrian,Male,49,40_to_64,47-56 Years,2,2,5
14868,20092176,1,2009,Vic,Multiple,Driver,Male,65,65_to_74,57-66 Years,2,2,1
14869,20092120,1,2009,Vic,Single,Passenger,Female,53,40_to_64,47-56 Years,1,1,4
14870,20092238,1,2009,Vic,Single,Passenger,Male,27,26_to_39,27-36 Years,2,1,4
14871,20095038,1,2009,WA,Single,Driver,Male,22,17_to_25,17-26 Years,2,1,1
14872,20095137,1,2009,WA,Single,Driver,Male,18,17_to_25,17-26 Years,2,1,1
14873,20095117,1,2009,WA,Multiple,Motorcycle rider,Male,29,26_to_39,27-36 Years,2,2,2
14874,20095073,1,2009,WA,Single,Driver,Male,42,40_to_64,37-46 Years,2,1,1
14875,20095003,1,2009,WA,Multiple,Passenger,Male,24,17_to_25,17-26 Years,2,2,4
14876,20095109,1,2009,WA,Multiple,Motorcycle rider,Male,26,26_to_39,17-26 Years,2,2,2
14877,20095063,1,2009,WA,Single,Passenger,Male,28,26_to_39,27-36 Years,2,1,4
14878,20095144,1,2009,WA,Single,Driver,Male,27,26_to_39,27-36 Years,2,1,1
14879,20095039,1,2009,WA,Multiple,Driver,Male,16,0_to_16,<16 Years,2,2,1
14880,20095052,1,2009,WA,Single,Driver,Male,23,17_to_25,17-26 Years,2,1,1
14881,20095112,1,2009,WA,Multiple,Driver,Male,55,40_to_64,47-56 Years,2,2,1
14882,20095013,1,2009,WA,Single,Driver,Female,51,40_to_64,47-56 Years,1,1,1
14883,20095093,1,2009,WA,Multiple,Driver,Male,43,40_to_64,37-46 Years,2,2,1
14884,20095002,1,2009,WA,Single,Pedestrian,Male,19,17_to_25,17-26 Years,2,1,5
14885,20095051,1,2009,WA,Single,Motorcycle rider,Male,24,17_to_25,17-26 Years,2,1,2
14886,20095157,1,2009,WA,Single,Passenger,Female,39,26_to_39,37-46 Years,1,1,4
14887,20095017,1,2009,WA,Single,Passenger,Male,22,17_to_25,17-26 Years,2,1,4
14888,20095017,1,2009,WA,Single,Driver,Male,19,17_to_25,17-26 Years,2,1,1
14889,20095053,1,2009,WA,Single,Driver,Male,24,17_to_25,17-26 Years,2,1,1
14890,20095152,1,2009,WA,Single,Driver,Male,19,17_to_25,17-26 Years,2,1,1
14891,20095135,1,2009,WA,Multiple,Passenger,Female,61,40_to_64,57-66 Years,1,2,4
14892,20095119,1,2009,WA,Single,Driver,Female,21,17_to_25,17-26 Years,1,1,1
14893,20095072,1,2009,WA,Single,Motorcycle rider,Male,37,26_to_39,37-46 Years,2,1,2
14894,20095005,1,2009,WA,Single,Driver,Male,38,26_to_39,37-46 Years,2,1,1
14895,20095145,1,2009,WA,Multiple,Motorcycle rider,Male,67,65_to_74,67+ Years,2,2,2
14896,20095006,1,2009,WA,Single,Pedestrian,Male,37,26_to_39,37-46 Years,2,1,5
14897,20095134,1,2009,WA,Single,Pedestrian,Male,54,40_to_64,47-56 Years,2,1,5
14898,20095108,1,2009,WA,Single,Pedestrian,Male,28,26_to_39,27-36 Years,2,1,5
14899,20095120,1,2009,WA,Multiple,Pedestrian,Female,12,0_to_16,<16 Years,1,2,5
14900,20095031,1,2009,WA,Multiple,Driver,Female,17,17_to_25,17-26 Years,1,2,1
14901,20095155,1,2009,WA,Multiple,Driver,Female,68,65_to_74,67+ Years,1,2,1
14902,20095159,1,2009,WA,Single,Passenger,Male,23,17_to_25,17-26 Years,2,1,4
14903,20095055,1,2009,WA,Single,Driver,Male,39,26_to_39,37-46 Years,2,1,1
14904,20095065,1,2009,WA,Multiple,Motorcycle rider,Male,36,26_to_39,27-36 Years,2,2,2
14905,20095029,1,2009,WA,Single,Motorcycle rider,Male,53,40_to_64,47-56 Years,2,1,2
14906,20095015,1,2009,WA,Multiple,Driver,Female,53,40_to_64,47-56 Years,1,2,1
14907,20095015,1,2009,WA,Multiple,Passenger,Male,62,40_to_64,57-66 Years,2,2,4
14908,20095121,1,2009,WA,Multiple,Passenger,Female,85,75_or_older,67+ Years,1,2,4
14909,20095121,1,2009,WA,Multiple,Passenger,Male,89,75_or_older,67+ Years,2,2,4
14910,20095007,1,2009,WA,Single,Driver,Male,32,26_to_39,27-36 Years,2,1,1
14911,20095141,1,2009,WA,Single,Driver,Male,39,26_to_39,37-46 Years,2,1,1
14912,20095165,1,2009,WA,Multiple,Driver,Male,57,40_to_64,57-66 Years,2,2,1
14913,20095010,1,2009,WA,Single,Passenger,Male,24,17_to_25,17-26 Years,2,1,4
14914,20095171,1,2009,WA,Single,Driver,Male,63,40_to_64,57-66 Years,2,1,1
14915,20097018,1,2009,NT,Multiple,Driver,Female,20,17_to_25,17-26 Years,1,2,1
14916,20097005,1,2009,NT,Single,Driver,Male,42,40_to_64,37-46 Years,2,1,1
14917,20097015,1,2009,NT,Multiple,Driver,Female,62,40_to_64,57-66 Years,1,2,1
14918,20097012,1,2009,NT,Single,Pedestrian,Male,47,40_to_64,47-56 Years,2,1,5
14919,20097007,1,2009,NT,Single,Driver,Male,42,40_to_64,37-46 Years,2,1,1
14920,20097014,1,2009,NT,Multiple,Driver,Male,45,40_to_64,37-46 Years,2,2,1
14921,20097026,1,2009,NT,Single,Pedestrian,Male,26,26_to_39,17-26 Years,2,1,5
14922,20097013,1,2009,NT,Single,Driver,Male,20,17_to_25,17-26 Years,2,1,1
14923,20097016,1,2009,NT,Multiple,Driver,Male,68,65_to_74,67+ Years,2,2,1
14924,20094026,1,2009,SA,Single,Passenger,Male,18,17_to_25,17-26 Years,2,1,4
14925,20094003,1,2009,SA,Single,Driver,Male,39,26_to_39,37-46 Years,2,1,1
14926,20094101,1,2009,SA,Single,Driver,Male,19,17_to_25,17-26 Years,2,1,1
14927,20094014,1,2009,SA,Single,Passenger,Male,18,17_to_25,17-26 Years,2,1,4
14928,20094016,1,2009,SA,Single,Driver,Female,43,40_to_64,37-46 Years,1,1,1
14929,20094028,1,2009,SA,Single,Motorcycle rider,Male,34,26_to_39,27-36 Years,2,1,2
14930,20094093,1,2009,SA,Multiple,Motorcycle rider,Male,38,26_to_39,37-46 Years,2,2,2
14931,20094052,1,2009,SA,Multiple,Driver,Female,20,17_to_25,17-26 Years,1,2,1
14932,20094069,1,2009,SA,Single,Driver,Male,73,65_to_74,67+ Years,2,1,1
14933,20094027,1,2009,SA,Single,Passenger,Male,24,17_to_25,17-26 Years,2,1,4
14934,20094048,1,2009,SA,Single,Driver,Male,17,17_to_25,17-26 Years,2,1,1
14935,20094100,1,2009,SA,Single,Passenger,Male,15,0_to_16,<16 Years,2,1,4
14936,20094033,1,2009,SA,Multiple,Passenger,Male,22,17_to_25,17-26 Years,2,2,4
14937,20094097,1,2009,SA,Single,Driver,Male,24,17_to_25,17-26 Years,2,1,1
14938,20094100,1,2009,SA,Single,Passenger,Male,17,17_to_25,17-26 Years,2,1,4
14939,20094100,1,2009,SA,Single,Passenger,Male,24,17_to_25,17-26 Years,2,1,4
14940,20094100,1,2009,SA,Single,Passenger,Male,17,17_to_25,17-26 Years,2,1,4
14941,20094073,1,2009,SA,Single,Passenger,Male,18,17_to_25,17-26 Years,2,1,4
14942,20094025,1,2009,SA,Multiple,Passenger,Male,80,75_or_older,67+ Years,2,2,4
14943,20094024,1,2009,SA,Single,Driver,Male,19,17_to_25,17-26 Years,2,1,1
14944,20094076,1,2009,SA,Single,Driver,Female,22,17_to_25,17-26 Years,1,1,1
14945,20094051,1,2009,SA,Single,Driver,Female,47,40_to_64,47-56 Years,1,1,1
14946,20094061,1,2009,SA,Multiple,Driver,Male,78,75_or_older,67+ Years,2,2,1
14947,20094059,1,2009,SA,Single,Pedestrian,Male,71,65_to_74,67+ Years,2,1,5
14948,20094053,1,2009,SA,Single,Driver,Male,36,26_to_39,27-36 Years,2,1,1
14949,20094079,1,2009,SA,Single,Pedestrian,Female,15,0_to_16,<16 Years,1,1,5
14950,20094027,1,2009,SA,Single,Passenger,Male,46,40_to_64,37-46 Years,2,1,4
14951,20094013,1,2009,SA,Single,Motorcycle rider,Male,61,40_to_64,57-66 Years,2,1,2
14952,20094013,1,2009,SA,Single,Motorcycle pillion passenger,Female,47,40_to_64,47-56 Years,1,1,6
14953,20094034,1,2009,SA,Single,Passenger,Male,27,26_to_39,27-36 Years,2,1,4
14954,20094034,1,2009,SA,Single,Driver,Male,30,26_to_39,27-36 Years,2,1,1
14955,20094062,1,2009,SA,Single,Driver,Male,35,26_to_39,27-36 Years,2,1,1
14956,20094082,1,2009,SA,Single,Passenger,Male,45,40_to_64,37-46 Years,2,1,4
14957,20094082,1,2009,SA,Single,Driver,Female,47,40_to_64,47-56 Years,1,1,1
14958,20094080,1,2009,SA,Single,Driver,Female,29,26_to_39,27-36 Years,1,1,1
14959,20094094,1,2009,SA,Single,Passenger,Male,16,0_to_16,<16 Years,2,1,4
14960,20093062,1,2009,Qld,Multiple,Driver,Male,78,75_or_older,67+ Years,2,2,1
14961,20093181,1,2009,Qld,Single,Motorcycle rider,Male,35,26_to_39,27-36 Years,2,1,2
14962,20093098,1,2009,Qld,Multiple,Motorcycle rider,Male,40,40_to_64,37-46 Years,2,2,2
14963,20093156,1,2009,Qld,Single,Driver,Male,60,40_to_64,57-66 Years,2,1,1
14964,20093124,1,2009,Qld,Single,Motorcycle rider,Male,77,75_or_older,67+ Years,2,1,2
14965,20093266,1,2009,Qld,Multiple,Driver,Female,26,26_to_39,17-26 Years,1,2,1
14966,20093288,1,2009,Qld,Single,Motorcycle rider,Male,59,40_to_64,57-66 Years,2,1,2
14967,20093047,1,2009,Qld,Multiple,Passenger,Male,69,65_to_74,67+ Years,2,2,4
14968,20093047,1,2009,Qld,Multiple,Passenger,Female,72,65_to_74,67+ Years,1,2,4
14969,20093131,1,2009,Qld,Single,Pedal cyclist,Male,76,75_or_older,67+ Years,2,1,3
14970,20093055,1,2009,Qld,Multiple,Driver,Male,76,75_or_older,67+ Years,2,2,1
14971,20093188,1,2009,Qld,Single,Passenger,Female,3,0_to_16,<16 Years,1,1,4
14972,20093188,1,2009,Qld,Single,Passenger,Male,2,0_to_16,<16 Years,2,1,4
14973,20093264,1,2009,Qld,Multiple,Passenger,Male,0,0_to_16,<16 Years,2,2,4
14974,20093078,1,2009,Qld,Single,Driver,Female,25,17_to_25,17-26 Years,1,1,1
14975,20093104,1,2009,Qld,Multiple,Motorcycle rider,Male,23,17_to_25,17-26 Years,2,2,2
14976,20093236,1,2009,Qld,Multiple,Motorcycle rider,Male,31,26_to_39,27-36 Years,2,2,2
14977,20093262,1,2009,Qld,Multiple,Motorcycle rider,Male,30,26_to_39,27-36 Years,2,2,2
14978,20093225,1,2009,Qld,Single,Driver,Male,43,40_to_64,37-46 Years,2,1,1
14979,20093238,1,2009,Qld,Multiple,Driver,Male,71,65_to_74,67+ Years,2,2,1
14980,20093264,1,2009,Qld,Multiple,Driver,Female,23,17_to_25,17-26 Years,1,2,1
14981,20093206,1,2009,Qld,Single,Pedestrian,Male,35,26_to_39,27-36 Years,2,1,5
14982,20093186,1,2009,Qld,Single,Pedestrian,Male,40,40_to_64,37-46 Years,2,1,5
14983,20093204,1,2009,Qld,Single,Pedestrian,Male,2,0_to_16,<16 Years,2,1,5
14984,20093174,1,2009,Qld,Single,Pedestrian,Male,88,75_or_older,67+ Years,2,1,5
14985,20093223,1,2009,Qld,Single,Pedestrian,Male,92,75_or_older,67+ Years,2,1,5
14986,20093040,1,2009,Qld,Multiple,Pedestrian,Female,76,75_or_older,67+ Years,1,2,5
14987,20093031,1,2009,Qld,Single,Passenger,Male,10,0_to_16,<16 Years,2,1,4
14988,20093151,1,2009,Qld,Multiple,Motorcycle rider,Male,43,40_to_64,37-46 Years,2,2,2
14989,20093296,1,2009,Qld,Single,Driver,Male,69,65_to_74,67+ Years,2,1,1
14990,20093031,1,2009,Qld,Single,Driver,Male,68,65_to_74,67+ Years,2,1,1
14991,20093169,1,2009,Qld,Multiple,Passenger,Female,92,75_or_older,67+ Years,1,2,4
14992,20093169,1,2009,Qld,Multiple,Driver,Male,84,75_or_older,67+ Years,2,2,1
14993,20093272,1,2009,Qld,Multiple,Driver,Female,51,40_to_64,47-56 Years,1,2,1
14994,20093235,1,2009,Qld,Multiple,Passenger,Male,16,0_to_16,<16 Years,2,2,4
14995,20093235,1,2009,Qld,Multiple,Passenger,Male,16,0_to_16,<16 Years,2,2,4
14996,20093002,1,2009,Qld,Single,Motorcycle rider,Male,22,17_to_25,17-26 Years,2,1,2
14997,20093021,1,2009,Qld,Single,Motorcycle rider,Male,18,17_to_25,17-26 Years,2,1,2
14998,20093235,1,2009,Qld,Multiple,Passenger,Male,17,17_to_25,17-26 Years,2,2,4
14999,20093133,1,2009,Qld,Single,Driver,Male,34,26_to_39,27-36 Years,2,1,1
15000,20093203,1,2009,Qld,Single,Passenger,Male,13,0_to_16,<16 Years,2,1,4
15001,20093230,1,2009,Qld,Multiple,Passenger,Female,5,0_to_16,<16 Years,1,2,4
15002,20093230,1,2009,Qld,Multiple,Passenger,Female,5,0_to_16,<16 Years,1,2,4
15003,20093128,1,2009,Qld,Single,Driver,Male,36,26_to_39,27-36 Years,2,1,1
15004,20093111,1,2009,Qld,Multiple,Motorcycle rider,Male,37,26_to_39,37-46 Years,2,2,2
15005,20093036,1,2009,Qld,Single,Driver,Female,18,17_to_25,17-26 Years,1,1,1
15006,20093197,1,2009,Qld,Single,Passenger,Male,25,17_to_25,17-26 Years,2,1,4
15007,20093205,1,2009,Qld,Multiple,Passenger,Female,20,17_to_25,17-26 Years,1,2,4
15008,20093209,1,2009,Qld,Multiple,Passenger,Female,26,26_to_39,17-26 Years,1,2,4
15009,20093222,1,2009,Qld,Multiple,Motorcycle rider,Male,47,40_to_64,47-56 Years,2,2,2
15010,20093162,1,2009,Qld,Single,Passenger,Female,19,17_to_25,17-26 Years,1,1,4
15011,20093158,1,2009,Qld,Single,Driver,Female,24,17_to_25,17-26 Years,1,1,1
15012,20093045,1,2009,Qld,Multiple,Driver,Female,26,26_to_39,17-26 Years,1,2,1
15013,20093230,1,2009,Qld,Multiple,Driver,Female,60,40_to_64,57-66 Years,1,2,1
15014,20093080,1,2009,Qld,Single,Motorcycle rider,Male,46,40_to_64,37-46 Years,2,1,2
15015,20093119,1,2009,Qld,Multiple,Motorcycle rider,Male,63,40_to_64,57-66 Years,2,2,2
15016,20093167,1,2009,Qld,Multiple,Motorcycle rider,Male,44,40_to_64,37-46 Years,2,2,2
15017,20093138,1,2009,Qld,Single,Pedestrian,Male,66,65_to_74,57-66 Years,2,1,5
15018,20093059,1,2009,Qld,Multiple,Pedestrian,Female,44,40_to_64,37-46 Years,1,2,5
15019,20093107,1,2009,Qld,Single,Pedestrian,Male,17,17_to_25,17-26 Years,2,1,5
15020,20093230,1,2009,Qld,Multiple,Driver,Male,43,40_to_64,37-46 Years,2,2,1
15021,20093157,1,2009,Qld,Single,Motorcycle pillion passenger,Female,18,17_to_25,17-26 Years,1,1,6
15022,20093157,1,2009,Qld,Single,Motorcycle rider,Male,20,17_to_25,17-26 Years,2,1,2
15023,20093279,1,2009,Qld,Single,Passenger,Female,31,26_to_39,27-36 Years,1,1,4
15024,20093217,1,2009,Qld,Single,Passenger,Male,51,40_to_64,47-56 Years,2,1,4
15025,20093172,1,2009,Qld,Single,Driver,Male,24,17_to_25,17-26 Years,2,1,1
15026,20093145,1,2009,Qld,Single,Driver,Male,53,40_to_64,47-56 Years,2,1,1
15027,20093216,1,2009,Qld,Single,Passenger,Male,22,17_to_25,17-26 Years,2,1,4
15028,20093092,1,2009,Qld,Multiple,Motorcycle rider,Male,36,26_to_39,27-36 Years,2,2,2
15029,20093066,1,2009,Qld,Single,Motorcycle rider,Male,44,40_to_64,37-46 Years,2,1,2
15030,20093189,1,2009,Qld,Multiple,Motorcycle rider,Male,45,40_to_64,37-46 Years,2,2,2
15031,20093103,1,2009,Qld,Multiple,Passenger,Male,21,17_to_25,17-26 Years,2,2,4
15032,20093103,1,2009,Qld,Multiple,Driver,Female,51,40_to_64,47-56 Years,1,2,1
15033,20093216,1,2009,Qld,Single,Passenger,Female,26,26_to_39,17-26 Years,1,1,4
15034,20093291,1,2009,Qld,Multiple,Passenger,Female,24,17_to_25,17-26 Years,1,2,4
15035,20093185,1,2009,Qld,Single,Driver,Female,78,75_or_older,67+ Years,1,1,1
15036,20093155,1,2009,Qld,Single,Motorcycle rider,Male,35,26_to_39,27-36 Years,2,1,2
15037,20093261,1,2009,Qld,Multiple,Pedestrian,Male,31,26_to_39,27-36 Years,2,2,5
15038,20093221,1,2009,Qld,Multiple,Passenger,Male,0,0_to_16,<16 Years,2,2,4
15039,20093251,1,2009,Qld,Multiple,Pedal cyclist,Male,10,0_to_16,<16 Years,2,2,3
15040,20093075,1,2009,Qld,Single,Passenger,Male,19,17_to_25,17-26 Years,2,1,4
15041,20093075,1,2009,Qld,Single,Driver,Male,19,17_to_25,17-26 Years,2,1,1
15042,20093179,1,2009,Qld,Multiple,Driver,Female,18,17_to_25,17-26 Years,1,2,1
15043,20093077,1,2009,Qld,Single,Driver,Male,30,26_to_39,27-36 Years,2,1,1
15044,20093224,1,2009,Qld,Single,Driver,Female,36,26_to_39,27-36 Years,1,1,1
15045,20093027,1,2009,Qld,Single,Motorcycle rider,Male,28,26_to_39,27-36 Years,2,1,2
15046,20093035,1,2009,Qld,Single,Driver,Male,55,40_to_64,47-56 Years,2,1,1
15047,20093232,1,2009,Qld,Multiple,Motorcycle rider,Male,40,40_to_64,37-46 Years,2,2,2
15048,20093228,1,2009,Qld,Multiple,Motorcycle rider,Male,43,40_to_64,37-46 Years,2,2,2
15049,20093191,1,2009,Qld,Single,Motorcycle rider,Male,44,40_to_64,37-46 Years,2,1,2
15050,20093090,1,2009,Qld,Multiple,Motorcycle rider,Male,56,40_to_64,47-56 Years,2,2,2
15051,20093052,1,2009,Qld,Multiple,Pedal cyclist,Female,55,40_to_64,47-56 Years,1,2,3
15052,20093215,1,2009,Qld,Single,Driver,Male,73,65_to_74,67+ Years,2,1,1
15053,20093221,1,2009,Qld,Multiple,Passenger,Female,35,26_to_39,27-36 Years,1,2,4
15054,20093221,1,2009,Qld,Multiple,Driver,Male,30,26_to_39,27-36 Years,2,2,1
15055,20093100,1,2009,Qld,Single,Pedestrian,Male,27,26_to_39,27-36 Years,2,1,5
15056,20093024,1,2009,Qld,Single,Pedestrian,Female,48,40_to_64,47-56 Years,1,1,5
15057,20098003,1,2009,ACT,Single,Driver,Male,38,26_to_39,37-46 Years,2,1,1
15058,20098008,1,2009,ACT,Single,Pedestrian,Male,40,40_to_64,37-46 Years,2,1,5
15059,20098001,1,2009,ACT,Single,Motorcycle rider,Male,57,40_to_64,57-66 Years,2,1,2
15060,20098011,1,2009,ACT,Single,Driver,Male,25,17_to_25,17-26 Years,2,1,1
15061,20096016,1,2009,Tas,Multiple,Driver,Male,57,40_to_64,57-66 Years,2,2,1
15062,20096024,1,2009,Tas,Single,Driver,Male,50,40_to_64,47-56 Years,2,1,1
15063,20096013,1,2009,Tas,Multiple,Pedestrian,Male,92,75_or_older,67+ Years,2,2,5
15064,20096023,1,2009,Tas,Single,Driver,Male,34,26_to_39,27-36 Years,2,1,1
15065,20096001,1,2009,Tas,Single,Passenger,Male,91,75_or_older,67+ Years,2,1,4
15066,20096007,1,2009,Tas,Single,Passenger,Male,50,40_to_64,47-56 Years,2,1,4
15067,20096007,1,2009,Tas,Single,Passenger,Male,23,17_to_25,17-26 Years,2,1,4
15068,20096030,1,2009,Tas,Single,Driver,Male,33,26_to_39,27-36 Years,2,1,1
15069,20096026,1,2009,Tas,Single,Motorcycle rider,Male,42,40_to_64,37-46 Years,2,1,2
15070,20096007,1,2009,Tas,Single,Driver,Male,29,26_to_39,27-36 Years,2,1,1
15071,20096036,1,2009,Tas,Single,Driver,Male,22,17_to_25,17-26 Years,2,1,1
15072,20096050,1,2009,Tas,Single,Passenger,Male,17,17_to_25,17-26 Years,2,1,4
15073,20096029,1,2009,Tas,Single,Passenger,Male,2,0_to_16,<16 Years,2,1,4
15074,20096037,1,2009,Tas,Single,Driver,Female,48,40_to_64,47-56 Years,1,1,1
15075,20096050,1,2009,Tas,Single,Passenger,Male,15,0_to_16,<16 Years,2,1,4
15076,20096035,1,2009,Tas,Multiple,Passenger,Male,18,17_to_25,17-26 Years,2,2,4
15077,20096009,1,2009,Tas,Multiple,Pedestrian,Male,65,65_to_74,57-66 Years,2,2,5
15078,20093068,1,2009,Qld,Multiple,Driver,Male,21,17_to_25,17-26 Years,2,2,1
15079,20093041,1,2009,Qld,Single,Driver,Male,22,17_to_25,17-26 Years,2,1,1
15080,20093193,1,2009,Qld,Single,Motorcycle rider,Male,30,26_to_39,27-36 Years,2,1,2
15081,20093237,1,2009,Qld,Multiple,Driver,Male,34,26_to_39,27-36 Years,2,2,1
15082,20093241,1,2009,Qld,Single,Driver,Female,41,40_to_64,37-46 Years,1,1,1
15083,20093177,1,2009,Qld,Single,Motorcycle rider,Male,24,17_to_25,17-26 Years,2,1,2
15084,20093051,1,2009,Qld,Single,Driver,Male,20,17_to_25,17-26 Years,2,1,1
15085,20093166,1,2009,Qld,Single,Driver,Male,25,17_to_25,17-26 Years,2,1,1
15086,20093210,1,2009,Qld,Single,Driver,Male,25,17_to_25,17-26 Years,2,1,1
15087,20093210,1,2009,Qld,Single,Passenger,Male,23,17_to_25,17-26 Years,2,1,4
15088,20093242,1,2009,Qld,Multiple,Motorcycle rider,Male,30,26_to_39,27-36 Years,2,2,2
15089,20093132,1,2009,Qld,Multiple,Driver,Male,32,26_to_39,27-36 Years,2,2,1
15090,20093015,1,2009,Qld,Multiple,Passenger,Female,8,0_to_16,<16 Years,1,2,4
15091,20093171,1,2009,Qld,Multiple,Motorcycle rider,Male,25,17_to_25,17-26 Years,2,2,2
15092,20093245,1,2009,Qld,Multiple,Driver,Male,19,17_to_25,17-26 Years,2,2,1
15093,20093015,1,2009,Qld,Multiple,Driver,Female,29,26_to_39,27-36 Years,1,2,1
15094,20093135,1,2009,Qld,Multiple,Motorcycle rider,Male,22,17_to_25,17-26 Years,2,2,2
15095,20093219,1,2009,Qld,Multiple,Passenger,Female,17,17_to_25,17-26 Years,1,2,4
15096,20093219,1,2009,Qld,Multiple,Driver,Female,36,26_to_39,27-36 Years,1,2,1
15097,20093277,1,2009,Qld,Multiple,Driver,Male,50,40_to_64,47-56 Years,2,2,1
15098,20093280,1,2009,Qld,Multiple,Driver,Male,47,40_to_64,47-56 Years,2,2,1
15099,20093281,1,2009,Qld,Single,Driver,Male,64,40_to_64,57-66 Years,2,1,1
15100,20093285,1,2009,Qld,Multiple,Driver,Male,50,40_to_64,47-56 Years,2,2,1
15101,20093180,1,2009,Qld,Multiple,Driver,Female,44,40_to_64,37-46 Years,1,2,1
15102,20093009,1,2009,Qld,Multiple,Passenger,Female,70,65_to_74,67+ Years,1,2,4
15103,20093061,1,2009,Qld,Single,Pedestrian,Female,28,26_to_39,27-36 Years,1,1,5
15104,20093025,1,2009,Qld,Single,Pedestrian,Male,64,40_to_64,57-66 Years,2,1,5
15105,20093018,1,2009,Qld,Single,Pedestrian,Male,43,40_to_64,37-46 Years,2,1,5
15106,20093239,1,2009,Qld,Single,Pedestrian,Male,87,75_or_older,67+ Years,2,1,5
15107,20093038,1,2009,Qld,Single,Pedestrian,Female,74,65_to_74,67+ Years,1,1,5
15108,20093034,1,2009,Qld,Multiple,Driver,Male,37,26_to_39,37-46 Years,2,2,1
15109,20093214,1,2009,Qld,Single,Passenger,Male,18,17_to_25,17-26 Years,2,1,4
15110,20093006,1,2009,Qld,Single,Passenger,Male,20,17_to_25,17-26 Years,2,1,4
15111,20093276,1,2009,Qld,Single,Passenger,Male,29,26_to_39,27-36 Years,2,1,4
15112,20093005,1,2009,Qld,Multiple,Driver,Female,38,26_to_39,37-46 Years,1,2,1
15113,20093284,1,2009,Qld,Multiple,Motorcycle rider,Male,28,26_to_39,27-36 Years,2,2,2
15114,20093084,1,2009,Qld,Single,Driver,Male,56,40_to_64,47-56 Years,2,1,1
15115,20093153,1,2009,Qld,Multiple,Passenger,Male,23,17_to_25,17-26 Years,2,2,4
15116,20093153,1,2009,Qld,Multiple,Driver,Male,22,17_to_25,17-26 Years,2,2,1
15117,20093153,1,2009,Qld,Multiple,Driver,Female,23,17_to_25,17-26 Years,1,2,1
15118,20093153,1,2009,Qld,Multiple,Driver,Female,24,17_to_25,17-26 Years,1,2,1
15119,20093096,1,2009,Qld,Single,Motorcycle rider,Male,36,26_to_39,27-36 Years,2,1,2
15120,20093093,1,2009,Qld,Multiple,Motorcycle rider,Male,27,26_to_39,27-36 Years,2,2,2
15121,20093153,1,2009,Qld,Multiple,Driver,Male,28,26_to_39,27-36 Years,2,2,1
15122,20093125,1,2009,Qld,Multiple,Motorcycle rider,Male,25,17_to_25,17-26 Years,2,2,2
15123,20093152,1,2009,Qld,Multiple,Motorcycle rider,Male,30,26_to_39,27-36 Years,2,2,2
15124,20093292,1,2009,Qld,Single,Motorcycle rider,Male,30,26_to_39,27-36 Years,2,1,2
15125,20093142,1,2009,Qld,Multiple,Pedal cyclist,Male,38,26_to_39,37-46 Years,2,2,3
15126,20093229,1,2009,Qld,Multiple,Driver,Male,33,26_to_39,27-36 Years,2,2,1
15127,20093108,1,2009,Qld,Multiple,Driver,Male,32,26_to_39,27-36 Years,2,2,1
15128,20093102,1,2009,Qld,Multiple,Driver,Male,51,40_to_64,47-56 Years,2,2,1
