,Crash_ID,Counter,Year,State,Crash_Type,Road_User,Gender,Age,Age_Group,Age_Category,Gender_rank,Crash_Type_rank,Road_User_rank
65,20215026,1,2021,WA,Multiple,Motorcycle rider,Male,55,40_to_64,47-56 Years,2,2,2
66,20215037,1,2021,WA,Single,Driver,Male,24,17_to_25,17-26 Years,2,1,1
67,20215117,1,2021,WA,Single,Passenger,Female,10,0_to_16,<16 Years,1,1,4
68,20215014,1,2021,WA,Single,Motorcycle rider,Male,71,65_to_74,67+ Years,2,1,2
69,20215011,1,2021,WA,Multiple,Driver,Male,25,17_to_25,17-26 Years,2,2,1
70,20215072,1,2021,WA,Single,Pedestrian,Female,90,75_or_older,67+ Years,1,1,5
71,20215084,1,2021,WA,Multiple,Driver,Male,24,17_to_25,17-26 Years,2,2,1
72,20215036,1,2021,WA,Multiple,Motorcycle rider,Male,55,40_to_64,47-56 Years,2,2,2
73,20215041,1,2021,WA,Single,Driver,Female,28,26_to_39,27-36 Years,1,1,1
74,20215010,1,2021,WA,Multiple,Motorcycle rider,Male,60,40_to_64,57-66 Years,2,2,2
75,20215023,1,2021,WA,Multiple,Driver,Male,88,75_or_older,67+ Years,2,2,1
76,20215012,1,2021,WA,Single,Passenger,Male,16,0_to_16,<16 Years,2,1,4
77,20215012,1,2021,WA,Single,Passenger,Male,16,0_to_16,<16 Years,2,1,4
78,20215034,1,2021,WA,Multiple,Driver,Female,47,40_to_64,47-56 Years,1,2,1
79,20215020,1,2021,WA,Multiple,Pedestrian,Male,30,26_to_39,27-36 Years,2,2,5
80,20215077,1,2021,WA,Single,Motorcycle rider,Male,22,17_to_25,17-26 Years,2,1,2
81,20215034,1,2021,WA,Multiple,Driver,Female,23,17_to_25,17-26 Years,1,2,1
82,20215113,1,2021,WA,Multiple,Driver,Male,41,40_to_64,37-46 Years,2,2,1
83,20215004,1,2021,WA,Single,Pedestrian,Male,3,0_to_16,<16 Years,2,1,5
84,20215066,1,2021,WA,Multiple,Driver,Female,45,40_to_64,37-46 Years,1,2,1
85,20215100,1,2021,WA,Single,Driver,Male,51,40_to_64,47-56 Years,2,1,1
86,20215007,1,2021,WA,Single,Motorcycle rider,Male,31,26_to_39,27-36 Years,2,1,2
87,20215116,1,2021,WA,Multiple,Pedal cyclist,Male,21,17_to_25,17-26 Years,2,2,3
88,20211173,1,2021,NSW,Single,Driver,Male,45,40_to_64,37-46 Years,2,1,1
89,20211157,1,2021,NSW,Single,Driver,Female,44,40_to_64,37-46 Years,1,1,1
90,20211074,1,2021,NSW,Single,Driver,Male,26,26_to_39,17-26 Years,2,1,1
91,20211071,1,2021,NSW,Single,Driver,Male,27,26_to_39,27-36 Years,2,1,1
92,20211189,1,2021,NSW,Single,Driver,Male,30,26_to_39,27-36 Years,2,1,1
93,20211176,1,2021,NSW,Multiple,Driver,Female,19,17_to_25,17-26 Years,1,2,1
94,20211113,1,2021,NSW,Multiple,Motorcycle rider,Male,51,40_to_64,47-56 Years,2,2,2
95,20211168,1,2021,NSW,Single,Driver,Male,70,65_to_74,67+ Years,2,1,1
96,20211059,1,2021,NSW,Multiple,Pedal cyclist,Male,71,65_to_74,67+ Years,2,2,3
97,20211154,1,2021,NSW,Single,Motorcycle rider,Male,18,17_to_25,17-26 Years,2,1,2
98,20211035,1,2021,NSW,Single,Driver,Male,64,40_to_64,57-66 Years,2,1,1
99,20211141,1,2021,NSW,Single,Driver,Male,23,17_to_25,17-26 Years,2,1,1
100,20211061,1,2021,NSW,Single,Driver,Male,27,26_to_39,27-36 Years,2,1,1
101,20211004,1,2021,NSW,Multiple,Pedal cyclist,Male,52,40_to_64,47-56 Years,2,2,3
102,20211136,1,2021,NSW,Multiple,Motorcycle rider,Male,29,26_to_39,27-36 Years,2,2,2
103,20211003,1,2021,NSW,Multiple,Driver,Female,69,65_to_74,67+ Years,1,2,1
