,State,National LGA Name 2017,Crash ID,lat,lng
251,SA,Robe (DC),2,-37.2117032,139.9366899
252,SA,Salisbury (C),34,38.3453519,-75.606138
253,SA,Southern Mallee (DC),1,-35.4646801,140.5135589
254,SA,Streaky Bay (DC),5,-32.7984459,134.2112541
255,SA,Tatiara (DC),10,-36.3499498,140.5135589
256,SA,Tea Tree Gully (C),14,-34.825415,138.7269016
257,SA,The Coorong (DC),19,-35.7949284,139.8547266
258,SA,Tumby Bay (DC),3,-34.2225915,135.9800848
259,SA,Unincorporated SA,41,37.09024,-95.712891
260,SA,Unley (C),8,-34.9502002,138.6074494
261,SA,Victor Harbor (C),7,-35.5502959,138.620909
262,SA,Wakefield (DC),22,-34.1459391,138.4124512
263,SA,Wattle Range (DC),20,-37.4326775,140.5062666
264,SA,West Torrens (C),16,-34.9420565,138.5487397
265,SA,Whyalla (C),8,-33.0345812,137.5756534
266,SA,Wudinna (DC),1,-33.0474515,135.4498065
267,SA,Yankalilla (DC),6,-35.4576582,138.3505338
268,SA,Yorke Peninsula (DC),14,-34.6793542,137.6849007
269,Tas,Break O'Day (M),6,-41.4215974,148.0030997
270,Tas,Brighton (M),10,-42.698495,147.2531879
271,Tas,Burnie (C),6,-41.0522881,145.904988
272,Tas,Central Coast (M) (Tas.),7,-41.2758811,146.0110629
